Age,Player_ID,Field_Goal_Percentage,Free_Throw_Percentage,Total_Rebounds,Assists,Steals,Block_Shots,Points,Salary,Season,Team
32-063,jamesle01,0.519,0.5,13,8,0,0,38,17545000,2012-13,Miami Heat
32-063,jamesle01,0.519,0.5,13,8,0,0,38,19067500,2013-14,Miami Heat
32-063,jamesle01,0.519,0.5,13,8,0,0,38,20644400,2014-15,Cleveland Cavaliers
32-063,jamesle01,0.519,0.5,13,8,0,0,38,22971000,2015-16,Cleveland Cavaliers
32-063,jamesle01,0.519,0.5,13,8,0,0,38,30963450,2016-17,Cleveland Cavaliers
32-063,jamesle01,0.519,0.5,13,8,0,0,38,33285709,2017-18,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,4018920,2003-04,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,4320360,2004-05,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,4621800,2005-06,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,5828090,2006-07,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,13041250,2007-08,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,14410581,2008-09,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,15779912,2009-10,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,14500000,2010-11,Miami Heat
32-066,jamesle01,0.5,0.6,17,6,1,1,30,16022500,2011-12,Miami Heat
32-066,jamesle01,0.5,0.6,17,6,1,1,30,17545000,2012-13,Miami Heat
32-066,jamesle01,0.5,0.6,17,6,1,1,30,19067500,2013-14,Miami Heat
32-066,jamesle01,0.5,0.6,17,6,1,1,30,20644400,2014-15,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,22971000,2015-16,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,30963450,2016-17,Cleveland Cavaliers
32-066,jamesle01,0.5,0.6,17,6,1,1,30,33285709,2017-18,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,4018920,2003-04,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,4320360,2004-05,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,4621800,2005-06,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,5828090,2006-07,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,13041250,2007-08,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,14410581,2008-09,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,15779912,2009-10,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,14500000,2010-11,Miami Heat
32-069,jamesle01,0.545,0.625,14,10,1,0,29,16022500,2011-12,Miami Heat
32-069,jamesle01,0.545,0.625,14,10,1,0,29,17545000,2012-13,Miami Heat
32-069,jamesle01,0.545,0.625,14,10,1,0,29,19067500,2013-14,Miami Heat
32-069,jamesle01,0.545,0.625,14,10,1,0,29,20644400,2014-15,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,22971000,2015-16,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,30963450,2016-17,Cleveland Cavaliers
32-069,jamesle01,0.545,0.625,14,10,1,0,29,33285709,2017-18,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,4018920,2003-04,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,4320360,2004-05,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,4621800,2005-06,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,5828090,2006-07,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,13041250,2007-08,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,14410581,2008-09,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,15779912,2009-10,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,14500000,2010-11,Miami Heat
32-071,jamesle01,0.571,0.6,12,12,0,1,24,16022500,2011-12,Miami Heat
32-071,jamesle01,0.571,0.6,12,12,0,1,24,17545000,2012-13,Miami Heat
32-071,jamesle01,0.571,0.6,12,12,0,1,24,19067500,2013-14,Miami Heat
32-071,jamesle01,0.571,0.6,12,12,0,1,24,20644400,2014-15,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,22971000,2015-16,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,30963450,2016-17,Cleveland Cavaliers
32-071,jamesle01,0.571,0.6,12,12,0,1,24,33285709,2017-18,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,4018920,2003-04,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,4320360,2004-05,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,4621800,2005-06,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,5828090,2006-07,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,13041250,2007-08,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,14410581,2008-09,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,15779912,2009-10,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,14500000,2010-11,Miami Heat
32-072,jamesle01,0.6,0.667,7,5,2,0,30,16022500,2011-12,Miami Heat
32-072,jamesle01,0.6,0.667,7,5,2,0,30,17545000,2012-13,Miami Heat
32-072,jamesle01,0.6,0.667,7,5,2,0,30,19067500,2013-14,Miami Heat
32-072,jamesle01,0.6,0.667,7,5,2,0,30,20644400,2014-15,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,22971000,2015-16,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,30963450,2016-17,Cleveland Cavaliers
32-072,jamesle01,0.6,0.667,7,5,2,0,30,33285709,2017-18,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,4018920,2003-04,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,4320360,2004-05,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,4621800,2005-06,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,5828090,2006-07,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,13041250,2007-08,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,14410581,2008-09,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,15779912,2009-10,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,14500000,2010-11,Miami Heat
32-074,jamesle01,0.5,0.8,11,12,0,0,16,16022500,2011-12,Miami Heat
32-074,jamesle01,0.5,0.8,11,12,0,0,16,17545000,2012-13,Miami Heat
32-074,jamesle01,0.5,0.8,11,12,0,0,16,19067500,2013-14,Miami Heat
32-074,jamesle01,0.5,0.8,11,12,0,0,16,20644400,2014-15,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,22971000,2015-16,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,30963450,2016-17,Cleveland Cavaliers
32-074,jamesle01,0.5,0.8,11,12,0,0,16,33285709,2017-18,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,4018920,2003-04,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,4320360,2004-05,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,4621800,2005-06,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,5828090,2006-07,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,13041250,2007-08,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,14410581,2008-09,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,15779912,2009-10,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,14500000,2010-11,Miami Heat
32-076,jamesle01,0.65,0.5,10,6,2,1,33,16022500,2011-12,Miami Heat
32-076,jamesle01,0.65,0.5,10,6,2,1,33,17545000,2012-13,Miami Heat
32-076,jamesle01,0.65,0.5,10,6,2,1,33,19067500,2013-14,Miami Heat
32-076,jamesle01,0.65,0.5,10,6,2,1,33,20644400,2014-15,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,22971000,2015-16,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,30963450,2016-17,Cleveland Cavaliers
32-076,jamesle01,0.65,0.5,10,6,2,1,33,33285709,2017-18,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,4018920,2003-04,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,4320360,2004-05,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,4621800,2005-06,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,5828090,2006-07,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,13041250,2007-08,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,14410581,2008-09,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,15779912,2009-10,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,14500000,2010-11,Miami Heat
32-079,jamesle01,0.591,0.625,6,7,1,0,34,16022500,2011-12,Miami Heat
32-079,jamesle01,0.591,0.625,6,7,1,0,34,17545000,2012-13,Miami Heat
32-079,jamesle01,0.591,0.625,6,7,1,0,34,19067500,2013-14,Miami Heat
32-079,jamesle01,0.591,0.625,6,7,1,0,34,20644400,2014-15,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,22971000,2015-16,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,30963450,2016-17,Cleveland Cavaliers
32-079,jamesle01,0.591,0.625,6,7,1,0,34,33285709,2017-18,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,4018920,2003-04,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,4320360,2004-05,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,4621800,2005-06,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,5828090,2006-07,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,13041250,2007-08,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,14410581,2008-09,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,15779912,2009-10,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,14500000,2010-11,Miami Heat
32-082,jamesle01,0.667,0.5,6,5,0,0,18,16022500,2011-12,Miami Heat
32-082,jamesle01,0.667,0.5,6,5,0,0,18,17545000,2012-13,Miami Heat
32-082,jamesle01,0.667,0.5,6,5,0,0,18,19067500,2013-14,Miami Heat
32-082,jamesle01,0.667,0.5,6,5,0,0,18,20644400,2014-15,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,22971000,2015-16,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,30963450,2016-17,Cleveland Cavaliers
32-082,jamesle01,0.667,0.5,6,5,0,0,18,33285709,2017-18,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,4018920,2003-04,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,4320360,2004-05,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,4621800,2005-06,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,5828090,2006-07,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,13041250,2007-08,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,14410581,2008-09,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,15779912,2009-10,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,14500000,2010-11,Miami Heat
32-084,jamesle01,0.643,0.875,9,11,1,2,32,16022500,2011-12,Miami Heat
32-084,jamesle01,0.643,0.875,9,11,1,2,32,17545000,2012-13,Miami Heat
32-084,jamesle01,0.643,0.875,9,11,1,2,32,19067500,2013-14,Miami Heat
32-084,jamesle01,0.643,0.875,9,11,1,2,32,20644400,2014-15,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,22971000,2015-16,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,30963450,2016-17,Cleveland Cavaliers
32-084,jamesle01,0.643,0.875,9,11,1,2,32,33285709,2017-18,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,4018920,2003-04,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,4320360,2004-05,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,4621800,2005-06,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,5828090,2006-07,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,13041250,2007-08,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,14410581,2008-09,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,15779912,2009-10,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,14500000,2010-11,Miami Heat
32-085,jamesle01,0.476,0.667,11,8,0,1,24,16022500,2011-12,Miami Heat
32-085,jamesle01,0.476,0.667,11,8,0,1,24,17545000,2012-13,Miami Heat
32-085,jamesle01,0.476,0.667,11,8,0,1,24,19067500,2013-14,Miami Heat
32-085,jamesle01,0.476,0.667,11,8,0,1,24,20644400,2014-15,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,22971000,2015-16,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,30963450,2016-17,Cleveland Cavaliers
32-085,jamesle01,0.476,0.667,11,8,0,1,24,33285709,2017-18,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,4018920,2003-04,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,4320360,2004-05,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,4621800,2005-06,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,5828090,2006-07,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,13041250,2007-08,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,14410581,2008-09,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,15779912,2009-10,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,14500000,2010-11,Miami Heat
32-087,jamesle01,0.412,0.5,8,8,0,0,17,16022500,2011-12,Miami Heat
32-087,jamesle01,0.412,0.5,8,8,0,0,17,17545000,2012-13,Miami Heat
32-087,jamesle01,0.412,0.5,8,8,0,0,17,19067500,2013-14,Miami Heat
32-087,jamesle01,0.412,0.5,8,8,0,0,17,20644400,2014-15,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,22971000,2015-16,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,30963450,2016-17,Cleveland Cavaliers
32-087,jamesle01,0.412,0.5,8,8,0,0,17,33285709,2017-18,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,4018920,2003-04,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,4320360,2004-05,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,4621800,2005-06,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,5828090,2006-07,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,13041250,2007-08,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,14410581,2008-09,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,15779912,2009-10,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,14500000,2010-11,Miami Heat
32-090,jamesle01,0.55,0.429,10,8,1,1,26,16022500,2011-12,Miami Heat
32-090,jamesle01,0.55,0.429,10,8,1,1,26,17545000,2012-13,Miami Heat
32-090,jamesle01,0.55,0.429,10,8,1,1,26,19067500,2013-14,Miami Heat
32-090,jamesle01,0.55,0.429,10,8,1,1,26,20644400,2014-15,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,22971000,2015-16,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,30963450,2016-17,Cleveland Cavaliers
32-090,jamesle01,0.55,0.429,10,8,1,1,26,33285709,2017-18,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,4018920,2003-04,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,4320360,2004-05,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,4621800,2005-06,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,5828090,2006-07,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,13041250,2007-08,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,14410581,2008-09,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,15779912,2009-10,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,14500000,2010-11,Miami Heat
32-091,jamesle01,0.636,0.5,9,6,0,0,34,16022500,2011-12,Miami Heat
32-091,jamesle01,0.636,0.5,9,6,0,0,34,17545000,2012-13,Miami Heat
32-091,jamesle01,0.636,0.5,9,6,0,0,34,19067500,2013-14,Miami Heat
32-091,jamesle01,0.636,0.5,9,6,0,0,34,20644400,2014-15,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,22971000,2015-16,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,30963450,2016-17,Cleveland Cavaliers
32-091,jamesle01,0.636,0.5,9,6,0,0,34,33285709,2017-18,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,4018920,2003-04,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,4320360,2004-05,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,4621800,2005-06,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,5828090,2006-07,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,13041250,2007-08,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,14410581,2008-09,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,15779912,2009-10,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,14500000,2010-11,Miami Heat
32-093,jamesle01,0.552,0.5,14,11,2,1,41,16022500,2011-12,Miami Heat
32-093,jamesle01,0.552,0.5,14,11,2,1,41,17545000,2012-13,Miami Heat
32-093,jamesle01,0.552,0.5,14,11,2,1,41,19067500,2013-14,Miami Heat
32-093,jamesle01,0.552,0.5,14,11,2,1,41,20644400,2014-15,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,22971000,2015-16,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,30963450,2016-17,Cleveland Cavaliers
32-093,jamesle01,0.552,0.5,14,11,2,1,41,33285709,2017-18,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,4018920,2003-04,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,4320360,2004-05,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,4621800,2005-06,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,5828090,2006-07,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,13041250,2007-08,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,14410581,2008-09,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,15779912,2009-10,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,14500000,2010-11,Miami Heat
32-095,jamesle01,0.5,0.667,11,11,2,1,18,16022500,2011-12,Miami Heat
32-095,jamesle01,0.5,0.667,11,11,2,1,18,17545000,2012-13,Miami Heat
32-095,jamesle01,0.5,0.667,11,11,2,1,18,19067500,2013-14,Miami Heat
32-095,jamesle01,0.5,0.667,11,11,2,1,18,20644400,2014-15,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,22971000,2015-16,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,30963450,2016-17,Cleveland Cavaliers
32-095,jamesle01,0.5,0.667,11,11,2,1,18,33285709,2017-18,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,4018920,2003-04,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,4320360,2004-05,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,4621800,2005-06,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,5828090,2006-07,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,13041250,2007-08,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,14410581,2008-09,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,15779912,2009-10,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,14500000,2010-11,Miami Heat
32-096,jamesle01,0.636,1,10,6,1,2,36,16022500,2011-12,Miami Heat
32-096,jamesle01,0.636,1,10,6,1,2,36,17545000,2012-13,Miami Heat
32-096,jamesle01,0.636,1,10,6,1,2,36,19067500,2013-14,Miami Heat
32-096,jamesle01,0.636,1,10,6,1,2,36,20644400,2014-15,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,22971000,2015-16,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,30963450,2016-17,Cleveland Cavaliers
32-096,jamesle01,0.636,1,10,6,1,2,36,33285709,2017-18,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,4018920,2003-04,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,4320360,2004-05,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,4621800,2005-06,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,5828090,2006-07,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,13041250,2007-08,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,14410581,2008-09,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,15779912,2009-10,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,14500000,2010-11,Miami Heat
32-098,jamesle01,0.8,0.333,8,7,2,0,27,16022500,2011-12,Miami Heat
32-098,jamesle01,0.8,0.333,8,7,2,0,27,17545000,2012-13,Miami Heat
32-098,jamesle01,0.8,0.333,8,7,2,0,27,19067500,2013-14,Miami Heat
32-098,jamesle01,0.8,0.333,8,7,2,0,27,20644400,2014-15,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,22971000,2015-16,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,30963450,2016-17,Cleveland Cavaliers
32-098,jamesle01,0.8,0.333,8,7,2,0,27,33285709,2017-18,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,4018920,2003-04,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,4320360,2004-05,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,4621800,2005-06,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,5828090,2006-07,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,13041250,2007-08,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,14410581,2008-09,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,15779912,2009-10,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,14500000,2010-11,Miami Heat
32-100,jamesle01,0.524,0.9,16,10,1,0,32,16022500,2011-12,Miami Heat
32-100,jamesle01,0.524,0.9,16,10,1,0,32,17545000,2012-13,Miami Heat
32-100,jamesle01,0.524,0.9,16,10,1,0,32,19067500,2013-14,Miami Heat
32-100,jamesle01,0.524,0.9,16,10,1,0,32,20644400,2014-15,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,22971000,2015-16,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,30963450,2016-17,Cleveland Cavaliers
32-100,jamesle01,0.524,0.9,16,10,1,0,32,33285709,2017-18,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,4018920,2003-04,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,4320360,2004-05,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,4621800,2005-06,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,5828090,2006-07,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,13041250,2007-08,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,14410581,2008-09,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,15779912,2009-10,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,14500000,2010-11,Miami Heat
32-291,jamesle01,0.632,1,16,9,0,2,29,16022500,2011-12,Miami Heat
32-291,jamesle01,0.632,1,16,9,0,2,29,17545000,2012-13,Miami Heat
32-291,jamesle01,0.632,1,16,9,0,2,29,19067500,2013-14,Miami Heat
32-291,jamesle01,0.632,1,16,9,0,2,29,20644400,2014-15,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,22971000,2015-16,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,30963450,2016-17,Cleveland Cavaliers
32-291,jamesle01,0.632,1,16,9,0,2,29,33285709,2017-18,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,4018920,2003-04,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,4320360,2004-05,Cleveland Cavaliers
